Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Weight Unit,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,Price / International,Compare At Price / International,Status
panel-box,Panel Box,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELPB8,FALSE,,8 Way,,,,,,0.0,kg,shopify,100,deny,manual,6500.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELPB8.png,,,6500.00,6500.00,active
panel-box,Panel Box,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELPBP36W,FALSE,,3 Phase 6 Way,,,,,,0.0,kg,shopify,100,deny,manual,17780.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELPBP36W.png,,,17780.00,17780.00,active
photo-cell,Photo Cell,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELPCB,FALSE,,Botton,,,,,,0.0,kg,shopify,100,deny,manual,1400.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELPCB.png,,,1400.00,1400.00,active
photo-cell,Photo Cell,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELPCT,FALSE,,Top,,,,,,0.0,kg,shopify,100,deny,manual,1670.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELPCT.png,,,1670.00,1670.00,active
pot-head,Pot Head,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELPH1,FALSE,,1,,,,,,0.0,kg,shopify,100,deny,manual,550.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELPH1.png,,,550.00,550.00,active
pot-head,Pot Head,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELPH112,FALSE,,11 2,,,,,,0.0,kg,shopify,100,deny,manual,900.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELPH112.png,,,900.00,900.00,active
pot-head,Pot Head,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELPH114,FALSE,,11 4,,,,,,0.0,kg,shopify,100,deny,manual,750.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELPH114.png,,,750.00,750.00,active
pot-head,Pot Head,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELPH34,FALSE,,3 4,,,,,,0.0,kg,shopify,100,deny,manual,500.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELPH34.png,,,500.00,500.00,active
pipe-straps,Pipe Straps,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELPS112,FALSE,,38 Mm Or 11 2,,,,,,0.0,kg,shopify,100,deny,manual,65.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELPS112.png,,,65.00,65.00,active
pipe-straps,Pipe Straps,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELPS114,FALSE,,32 Mm Or 1,,,,,,0.0,kg,shopify,100,deny,manual,55.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELPS114.png,,,55.00,55.00,active
pipe-straps,Pipe Straps,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELPS2,FALSE,,50 Mm Or 2,,,,,,0.0,kg,shopify,100,deny,manual,75.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELPS2.png,,,75.00,75.00,active
pipe-straps,Pipe Straps,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELPS20MM,FALSE,,20 Mm Or 1 2,,,,,,0.0,kg,shopify,100,deny,manual,35.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELPS20MM.png,,,35.00,35.00,active
pipe-straps,Pipe Straps,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELPS25MM,FALSE,,25 Mm Or 3 4,,,,,,0.0,kg,shopify,100,deny,manual,45.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELPS25MM.png,,,45.00,45.00,active
broad-base-reciptacle-regular,Broad Base Reciptacle Regular,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELRBB,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,375.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELRBB.png,,,375.00,375.00,active
porcelain-receptacle-with-chain,Porcelain Receptacle With Chain,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELRBBPwC,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,550.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELRBBPwC.png,,,550.00,550.00,active
broad-based-reciptacle-shrowded,Broad Based Reciptacle Shrowded,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELRBBS,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,400.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELRBBS.png,,,400.00,400.00,active
recipticle-broad-base-w-chain,Recipticle Broad Base W Chain,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELRBBWC,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,380.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELRBBWC.png,,,380.00,380.00,active
florescent-receptacle,Florescent Receptacle,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELRFDL2,FALSE,,Double 2,,,,,,0.0,kg,shopify,100,deny,manual,3220.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELRFDL2.png,,,3220.00,3220.00,active
florescent-receptacle,Florescent Receptacle,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELRFDL4,FALSE,,Double 4,,,,,,0.0,kg,shopify,100,deny,manual,4295.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELRFDL4.png,,,4295.00,4295.00,active
florescent-receptacle,Florescent Receptacle,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELRFSL2,FALSE,,Single 2,,,,,,0.0,kg,shopify,100,deny,manual,2855.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELRFSL2.png,,,2855.00,2855.00,active
florescent-receptacle,Florescent Receptacle,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELRFSL4',FALSE,,Single 4,,,,,,0.0,kg,shopify,100,deny,manual,3585.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELRFSL4'.png,,,3585.00,3585.00,active
receptacle-pull-chain,Receptacle Pull Chain,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELRPC,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,250.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELRPC.png,,,250.00,250.00,active
plug-in-recepticle,Plug In Recepticle,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELRPI,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,150.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELRPI.png,,,150.00,150.00,active
stand-alone-reciptacle-with-bulb,Stand Alone Reciptacle With Bulb,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELRSAWB,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,565.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELRSAWB.png,,,565.00,565.00,active
socket-adapter,Socket Adapter,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELSA,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,110.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELSA.png,,,110.00,110.00,active
square-box-4-x-4,Square Box 4 X 4,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELSB4X4,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,195.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELSB4X4.png,,,195.00,195.00,active
2-to-3-way-socket-converter,2 To 3 Way Socket Converter,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELSC2-3W,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,200.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELSC2-3W.png,,,200.00,200.00,active
dimmer-switch,Dimmer Switch,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELSD,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,990.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELSD.png,,,990.00,990.00,active
6-way-socket-expander,6 Way Socket Expander,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELSE6W,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,660.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELSE6W.png,,,660.00,660.00,active
flush-socket,Flush Socket,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELSF,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,300.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELSF.png,,,300.00,300.00,active
flush-switch,Flush Switch,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELSF7/11,FALSE,,7 11,,,,,,0.0,kg,shopify,100,deny,manual,500.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELSF7/11.png,,,500.00,500.00,active
flush-switch,Flush Switch,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELSF7/11D,FALSE,,7 11 Decora,,,,,,0.0,kg,shopify,100,deny,manual,1700.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELSF7/11D.png,,,1700.00,1700.00,active
flush-switch,Flush Switch,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELSFD,FALSE,,Double Pole,,,,,,0.0,kg,shopify,100,deny,manual,350.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELSFD.png,,,350.00,350.00,active
flush-switch,Flush Switch,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELSFDD,FALSE,,Decora Double,,,,,,0.0,kg,shopify,100,deny,manual,660.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELSFDD.png,,,660.00,660.00,active
flush-switch,Flush Switch,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELSFS,FALSE,,Single Pole,,,,,,0.0,kg,shopify,100,deny,manual,280.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELSFS.png,,,280.00,280.00,active
flush-switch,Flush Switch,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELSFSD,FALSE,,Decora Single,,,,,,0.0,kg,shopify,100,deny,manual,495.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELSFSD.png,,,495.00,495.00,active
flush-socket-decora,Flush Socket Decora,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELSFDe,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,450.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELSFDe.png,,,450.00,450.00,active
gfi-plug-socket,Gfi Plug Socket,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELSFGFCIP,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,4500.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELSFGFCIP.png,,,4500.00,4500.00,active
3-way-socket-double,3 Way Socket Double,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELSOS3WSDFMB,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,1800.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELSOS3WSDFMB.png,,,1800.00,1800.00,active
3-way-socket-for-mem-box-double-w-switch,3 Way Socket For Mem Box Double W Switch,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELSOS3WSDwS,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,1960.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELSOS3WSDwS.png,,,1960.00,1960.00,active
3-way-socket-w-switch-p-light-double,3 Way Socket W Switch P Light Double,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELSOS3WSDwSFMB,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,2100.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELSOS3WSDwSFMB.png,,,2100.00,2100.00,active
3-way-socket-for-mem-box-single,3 Way Socket For Mem Box Single,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELSOS3WSSFMB,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,950.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELSOS3WSSFMB.png,,,950.00,950.00,active
3-way-socket-w-switch-pilot-light-single,3 Way Socket W Switch Pilot Light Single,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELSOS3WSwPLFMB,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,1200.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELSOS3WSwPLFMB.png,,,1200.00,1200.00,active
3-way-socket-w-switch-single,3 Way Socket W Switch Single,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELSOS3WSwSFMB,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,1100.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELSOS3WSwSFMB.png,,,1100.00,1100.00,active
heater-switch-for-mem-box,Heater Switch For Mem Box,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELSOSHSDFMB,FALSE,,Double,,,,,,0.0,kg,shopify,100,deny,manual,4900.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELSOSHSDFMB.png,,,4900.00,4900.00,active
heater-switch-for-mem-box,Heater Switch For Mem Box,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELSOSHSSFMB,FALSE,,Single,,,,,,0.0,kg,shopify,100,deny,manual,3100.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELSOSHSSFMB.png,,,3100.00,3100.00,active
single-switch-for-mem-box-single,Single Switch For Mem Box Single,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELSOSSSFMB,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,950.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELSOSSSFMB.png,,,950.00,950.00,active
double-switch-for-single-mem-2-switches,Double Switch For Single Mem 2 Switches,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELSOSSSFMB2s,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,1000.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELSOSSSFMB2s.png,,,1000.00,1000.00,active
surge-pro-4-outlet,Surge Pro 4 Outlet,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELSP40,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,5600.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELSP40.png,,,5600.00,5600.00,active
surface-plug-socket,Surface Plug Socket,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELSPS,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,330.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELSPS.png,,,330.00,330.00,active
pig-tail-socket,Pig Tail Socket,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELSPT,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,245.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELSPT.png,,,245.00,245.00,active
surface-switch,Surface Switch,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELSS,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,275.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELSS.png,,,275.00,275.00,active
swivel-socket-3-outlet-base,Swivel Socket 3 Outlet Base,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELSS3OB,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,450.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELSS3OB.png,,,450.00,450.00,active
swivel-socket-outdoor,Swivel Socket Outdoor,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELSSO,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,560.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELSSO.png,,,560.00,560.00,active
trunking,Trunking,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELT16X16,FALSE,,16 X 16 Mm,,,,,,0.0,kg,shopify,100,deny,manual,750.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELT16X16.png,,,750.00,750.00,active
trunking,Trunking,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELT16X25,FALSE,,16 X 25 Mm,,,,,,0.0,kg,shopify,100,deny,manual,950.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELT16X25.png,,,950.00,950.00,active
trunking,Trunking,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELT25X38,FALSE,,25 X 38 Mm,,,,,,0.0,kg,shopify,100,deny,manual,1650.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELT25X38.png,,,1650.00,1650.00,active
electrical-tape,Electrical Tape,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELTAPE34,FALSE,,3 4,,,,,,0.0,kg,shopify,100,deny,manual,240.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELTAPE34.png,,,240.00,240.00,active
electrical-tape,Electrical Tape,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELTC,FALSE,,Coloured,,,,,,0.0,kg,shopify,100,deny,manual,250.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELTC.png,,,250.00,250.00,active
tower-clip,Tower Clip,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELTC15,FALSE,,1 5 Mm,,,,,,0.0,kg,shopify,100,deny,manual,350.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELTC15.png,,,350.00,350.00,active
tower-clip,Tower Clip,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELTC25,FALSE,,2 5 Mm,,,,,,0.0,kg,shopify,100,deny,manual,390.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELTC25.png,,,390.00,390.00,active
telephone-coiled-cord,Telephone Coiled Cord,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELTCC,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,275.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELTCC.png,,,275.00,275.00,active
telephone-cord,Telephone Cord,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELTPC15,FALSE,,15,,,,,,0.0,kg,shopify,100,deny,manual,275.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELTPC15.png,,,275.00,275.00,active
telephone-cord,Telephone Cord,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELTPC25,FALSE,,25,,,,,,0.0,kg,shopify,100,deny,manual,375.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELTPC25.png,,,375.00,375.00,active
t-v-antenna,T V Antenna,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELTVA,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,2685.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELTVA.png,,,2685.00,2685.00,active
push-on-tv-antenna-adapter,Push On Tv Antenna Adapter,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELTVPOA,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,250.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELTVPOA.png,,,250.00,250.00,active
wire-6-twisted,Wire 6 Twisted,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELW#6T,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,250.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELW#6T.png,,,250.00,250.00,active
wire-10-mm-single-red-black-yellow-green-ft-53700-per-roll,Wire 10 Mm Single Red Black Yellow Green Ft 53700 Per Roll,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELW10MM,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,185.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELW10MM.png,,,185.00,185.00,active
wire-16-mm-single-red-black-yellow-green-ft-57850-per-roll,Wire 16 Mm Single Red Black Yellow Green Ft 57850 Per Roll,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELW16MM,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,330.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELW16MM.png,,,330.00,330.00,active
wire-bare-copper,Wire Bare Copper,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELWBC2.5MM,FALSE,,2 5 Mm,,,,,,0.0,kg,shopify,100,deny,manual,25.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELWBC2.5MM.png,,,25.00,25.00,active
wire-bare-copper,Wire Bare Copper,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELWBC6MM,FALSE,,6 Mm,,,,,,0.0,kg,shopify,100,deny,manual,70.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELWBC6MM.png,,,70.00,70.00,active
wood-block-round,Wood Block Round,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELWBRL,FALSE,,Large,,,,,,0.0,kg,shopify,100,deny,manual,275.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELWBRL.png,,,275.00,275.00,active
wood-block-round,Wood Block Round,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELWBRs,FALSE,,Small,,,,,,0.0,kg,shopify,100,deny,manual,165.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELWBRs.png,,,165.00,165.00,active
wood-block-square,Wood Block Square,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELWBS,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,250.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELWBS.png,,,250.00,250.00,active
wall-case-sectional-box,Wall Case Sectional Box,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELWC,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,240.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELWC.png,,,240.00,240.00,active
cat-5-network-wire,Cat 5 Network Wire,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELWCAT5N,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,75.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELWCAT5N.png,,,75.00,75.00,active
wire-cable-ft-rg-6,Wire Cable Ft Rg 6,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELWCB,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,85.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELWCB.png,,,85.00,85.00,active
wire-connectors-plastic,Wire Connectors Plastic,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELWCP,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,25.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELWCP.png,,,25.00,25.00,active
wire-holder,Wire Holder,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELWHDI,FALSE,,D Iron,,,,,,0.0,kg,shopify,100,deny,manual,2290.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELWHDI.png,,,2290.00,2290.00,active
wire-holder,Wire Holder,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELWHPR,FALSE,,Pipe Rider,,,,,,0.0,kg,shopify,100,deny,manual,1950.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELWHPR.png,,,1950.00,1950.00,active
wire-holder,Wire Holder,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELWHR,FALSE,,Regular,,,,,,0.0,kg,shopify,100,deny,manual,795.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELWHR.png,,,795.00,795.00,active
3-core-wire,3 Core Wire,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELWR2.53C,FALSE,,2 5 Mm Ft,,,,,,0.0,kg,shopify,100,deny,manual,120.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELWR2.53C.png,,,120.00,120.00,active
3-core-wire,3 Core Wire,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELWR6-3C,FALSE,,6 Mm Ft,,,,,,0.0,kg,shopify,100,deny,manual,200.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELWR6-3C.png,,,200.00,200.00,active
wire-soldering-tube,Wire Soldering Tube,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELWS,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,275.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELWS.png,,,275.00,275.00,active
wire-1-5-mm,Wire 1 5 Mm,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELWS1.5MMS,FALSE,,Single Red Black Yellow Green Ft 8500 Per Roll,,,,,,0.0,kg,shopify,100,deny,manual,30.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELWS1.5MMS.png,,,30.00,30.00,active
wire-2-5-mm,Wire 2 5 Mm,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELWS2.5MMS,FALSE,,Single Red Black Yellow Green Ft 9500 Per Roll,,,,,,0.0,kg,shopify,100,deny,manual,35.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELWS2.5MMS.png,,,35.00,35.00,active
wire-6-mm,Wire 6 Mm,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELWS6MM,FALSE,,Single Red Black Yellow Green Ft 29300 Per Roll,,,,,,0.0,kg,shopify,100,deny,manual,100.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELWS6MM.png,,,100.00,100.00,active
