Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Weight Unit,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,Price / International,Compare At Price / International,Status
oil-filter,Oil Filter,,croftshill-enterprise,Vehicles & Parts,,AUOF,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,500 00,,FALSE,TRUE,,,,,??,???,draft
transmision-oil,Transmision Oil,,croftshill-enterprise,Vehicles & Parts,,AUOT,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,690 00,,FALSE,TRUE,,,,,??,???,draft
armor-all,Armor All,,croftshill-enterprise,Vehicles & Parts,,AUPAA,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,400 00,,FALSE,TRUE,,,,,??,???,draft
formula-2001,Formula 2001,,croftshill-enterprise,Vehicles & Parts,,AUPF2001,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,435 00,,FALSE,TRUE,,,,,??,???,draft
power-steering-fluid,Power Steering Fluid,,croftshill-enterprise,Vehicles & Parts,,AUPSF,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,305 00,,FALSE,TRUE,,,,,??,???,draft
shamois,Shamois,,croftshill-enterprise,Vehicles & Parts,,AUS,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,125 00,,FALSE,TRUE,,,,,??,???,draft
spark-plugs,Spark Plugs,,croftshill-enterprise,Vehicles & Parts,,AUSP,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,115 00,,FALSE,TRUE,,,,,??,???,draft
steering-wheel-cover,Steering Wheel Cover,,croftshill-enterprise,Vehicles & Parts,,AUSWC,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,500 00,,FALSE,TRUE,,,,,??,???,draft
tyre-repair-kit,Tyre Repair Kit,,croftshill-enterprise,Vehicles & Parts,,AUTRK,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,1200 00,,FALSE,TRUE,,,,,??,???,draft
wd-40-lubricant,Wd 40 Lubricant,,croftshill-enterprise,Vehicles & Parts,,AUWD40,FALSE,Unit,5 5 Oz,,,,,,0.0,kg,,0,deny,manual,840 00,,FALSE,TRUE,,,,,??,???,draft
wd-40-lubricant,Wd 40 Lubricant,,croftshill-enterprise,Vehicles & Parts,,AUWD40,FALSE,Unit,8 Oz,,,,,,0.0,kg,,0,deny,manual,925 00,,FALSE,TRUE,,,,,??,???,draft
axle,Axle,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPAC,FALSE,Type,Centre,,,,,,0.0,kg,,0,deny,manual,515 00,,FALSE,TRUE,,,,,??,???,draft
axle,Axle,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPAF,FALSE,Type,Front,,,,,,0.0,kg,,0,deny,manual,265 00,,FALSE,TRUE,,,,,??,???,draft
axle,Axle,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPAG,FALSE,Type,Gear Back,,,,,,0.0,kg,,0,deny,manual,265 00,,FALSE,TRUE,,,,,??,???,draft
break-set,Break Set,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPBS,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,1310 00,,FALSE,TRUE,,,,,??,???,draft
break-shoes,Break Shoes,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPBSh,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,160 00,,FALSE,TRUE,,,,,??,???,draft
balls-small-doz,Balls Small Doz,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPBSS,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,35 00,,FALSE,TRUE,,,,,??,???,draft
4-balls-1-4,4 Balls 1 4,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPBSS1,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,55 00,,FALSE,TRUE,,,,,??,???,draft
cables-all-types,Cables All Types,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPC,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,245 00,,FALSE,TRUE,,,,,??,???,draft
centre-cup,Centre Cup,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPCCL,FALSE,Size,Large,,,,,,0.0,kg,,0,deny,manual,600 00,,FALSE,TRUE,,,,,??,???,draft
centre-cup,Centre Cup,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPCCS,FALSE,Size,Small,,,,,,0.0,kg,,0,deny,manual,550 00,,FALSE,TRUE,,,,,??,???,draft
chain-gear,Chain Gear,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPCG,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,1400 00,,FALSE,TRUE,,,,,??,???,draft
crank-all,Crank All,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPCR,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,610 00,,FALSE,TRUE,,,,,??,???,draft
derailer-all-speeds,Derailer All Speeds,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPD,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,965 00,,FALSE,TRUE,,,,,??,???,draft
26-fork-24-26,26 Fork 24 26,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPF24,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,2695 00,,FALSE,TRUE,,,,,??,???,draft
fork-rambo,Fork Rambo,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPFR,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,2220 00,,FALSE,TRUE,,,,,??,???,draft
free-wheel,Free Wheel,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPFW5S,FALSE,Type,5 Speed,,,,,,0.0,kg,,0,deny,manual,1350 00,,FALSE,TRUE,,,,,??,???,draft
free-wheel,Free Wheel,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPFW6S,FALSE,Type,6 Sped,,,,,,0.0,kg,,0,deny,manual,1400 00,,FALSE,TRUE,,,,,??,???,draft
free-wheel,Free Wheel,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPFW8S,FALSE,Type,8 Speed,,,,,,0.0,kg,,0,deny,manual,1820 00,,FALSE,TRUE,,,,,??,???,draft
free-wheel,Free Wheel,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPFWS,FALSE,Type,Star,,,,,,0.0,kg,,0,deny,manual,545 00,,FALSE,TRUE,,,,,??,???,draft
generator,Generator,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPG,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,2005 00,,FALSE,TRUE,,,,,??,???,draft
gear-shifter,Gear Shifter,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPGS,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,935 00,,FALSE,TRUE,,,,,??,???,draft
handle,Handle,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPH,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,1930 00,,FALSE,TRUE,,,,,??,???,draft
hub,Hub,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPHF,FALSE,Type,Front,,,,,,0.0,kg,,0,deny,manual,970 00,,FALSE,TRUE,,,,,??,???,draft
hub,Hub,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPHR,FALSE,Type,Rear,,,,,,0.0,kg,,0,deny,manual,1210 00,,FALSE,TRUE,,,,,??,???,draft
hub,Hub,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPHFR,FALSE,Type,Front Rambo,,,,,,0.0,kg,,0,deny,manual,1350 00,,FALSE,TRUE,,,,,??,???,draft
hub,Hub,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPHRR,FALSE,Type,Rambo Rear,,,,,,0.0,kg,,0,deny,manual,1710 00,,FALSE,TRUE,,,,,??,???,draft
hand-grip,Hand Grip,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPHGo,FALSE,Type,Regular,,,,,,0.0,kg,,0,deny,manual,370 00,,FALSE,TRUE,,,,,??,???,draft
hand-grip,Hand Grip,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPHGR,FALSE,Type,Rambo,,,,,,0.0,kg,,0,deny,manual,400 00,,FALSE,TRUE,,,,,??,???,draft
head-lamp,Head Lamp,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPHL,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,1400 00,,FALSE,TRUE,,,,,??,???,draft
head-parts,Head Parts,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPHPg,FALSE,Color,Green Box,,,,,,0.0,kg,,0,deny,manual,675 00,,FALSE,TRUE,,,,,??,???,draft
head-parts,Head Parts,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPHPr,FALSE,Color,Red,,,,,,0.0,kg,,0,deny,manual,510 00,,FALSE,TRUE,,,,,??,???,draft
lock,Lock,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPL,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,840 00,,FALSE,TRUE,,,,,??,???,draft
neck,Neck,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPN,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,1550 00,,FALSE,TRUE,,,,,??,???,draft
pedals,Pedals,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPP,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,725 00,,FALSE,TRUE,,,,,??,???,draft
pump-connectors,Pump Connectors,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPPC,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,265 00,,FALSE,TRUE,,,,,??,???,draft
patch,Patch,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPPL,FALSE,Size,Large,,,,,,0.0,kg,,0,deny,manual,30 00,,FALSE,TRUE,,,,,??,???,draft
patch,Patch,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPPS,FALSE,Size,Small,,,,,,0.0,kg,,0,deny,manual,20 00,,FALSE,TRUE,,,,,??,???,draft
pump,Pump,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPPU,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,1710 00,,FALSE,TRUE,,,,,??,???,draft
chopper-rim,Chopper Rim,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPRC,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,1340 00,,FALSE,TRUE,,,,,??,???,draft
reflector,Reflector,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPRCE,FALSE,Type,Cat Eye,,,,,,0.0,kg,,0,deny,manual,105 00,,FALSE,TRUE,,,,,??,???,draft
reflector,Reflector,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPRL,FALSE,Type,Large,,,,,,0.0,kg,,0,deny,manual,340 00,,FALSE,TRUE,,,,,??,???,draft
reflector,Reflector,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPRS,FALSE,Type,Small,,,,,,0.0,kg,,0,deny,manual,280 00,,FALSE,TRUE,,,,,??,???,draft
s-crank,S Crank,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPSC,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,2015 00,,FALSE,TRUE,,,,,??,???,draft
sprocket,Sprocket,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPSCLD,FALSE,Type,Cotterless Double,,,,,,0.0,kg,,0,deny,manual,2970 00,,FALSE,TRUE,,,,,??,???,draft
sprocket,Sprocket,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPSCLT,FALSE,Type,Cotterless Triple,,,,,,0.0,kg,,0,deny,manual,3025 00,,FALSE,TRUE,,,,,??,???,draft
sprocket,Sprocket,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPSCPD,FALSE,Type,Cotter Pin Double,,,,,,0.0,kg,,0,deny,manual,2745 00,,FALSE,TRUE,,,,,??,???,draft
sprocket,Sprocket,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPSCPT,FALSE,Type,Cotter Pin Triple,,,,,,0.0,kg,,0,deny,manual,3120 00,,FALSE,TRUE,,,,,??,???,draft
seat,Seat,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPSEBMX,FALSE,Type,BMX,,,,,,0.0,kg,,0,deny,manual,1120 00,,FALSE,TRUE,,,,,??,???,draft
seat,Seat,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPSER,FALSE,Type,Regular,,,,,,0.0,kg,,0,deny,manual,1360 00,,FALSE,TRUE,,,,,??,???,draft
solution,Solution,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPSS,FALSE,Size,Small,,,,,,0.0,kg,,0,deny,manual,130 00,,FALSE,TRUE,,,,,??,???,draft
solution,Solution,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPSL,FALSE,Size,Large,,,,,,0.0,kg,,0,deny,manual,245 00,,FALSE,TRUE,,,,,??,???,draft
seat-pole,Seat Pole,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPSP,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,685 00,,FALSE,TRUE,,,,,??,???,draft
spokes,Spokes,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPSPOKES,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,35 00,,FALSE,TRUE,,,,,??,???,draft
seat-spring,Seat Spring,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPSRS,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,2300 00,,FALSE,TRUE,,,,,??,???,draft
sprocket,Sprocket,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPSSCD,FALSE,Type,S Crank Double,,,,,,0.0,kg,,0,deny,manual,2015 00,,FALSE,TRUE,,,,,??,???,draft
sprocket,Sprocket,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPSSCS,FALSE,Type,S Crank Single,,,,,,0.0,kg,,0,deny,manual,1210 00,,FALSE,TRUE,,,,,??,???,draft
sprocket,Sprocket,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPSSCT,FALSE,Type,S Crank Triple,,,,,,0.0,kg,,0,deny,manual,2210 00,,FALSE,TRUE,,,,,??,???,draft
stand-all,Stand All,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPST,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,1295 00,,FALSE,TRUE,,,,,??,???,draft
tyres,Tyres,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPTC,FALSE,Type,Chopper,,,,,,0.0,kg,,0,deny,manual,1210 00,,FALSE,TRUE,,,,,??,???,draft
tyres,Tyres,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPTR,FALSE,Type,Regular,,,,,,0.0,kg,,0,deny,manual,1415 00,,FALSE,TRUE,,,,,??,???,draft
bicycle-tube,Bicycle Tube,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPTU20'',FALSE,Length,20,,,,,,0.0,kg,,0,deny,manual,485 00,,FALSE,TRUE,,,,,??,???,draft
bicycle-tube,Bicycle Tube,,croftshill-enterprise,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Brake Parts,,BPTU24&26,FALSE,Length,24 26,,,,,,0.0,kg,,0,deny,manual,965 00,,FALSE,TRUE,,,,,??,???,draft
